,loc_x,loc_y,delivery_amnt,pickup_amnt,cust_count,vehicle_cap,vehicle_count
0,96.70293915204144,52.99537092983198,0.0,3.0,15.0,9.0,8.0
1,80.57734534502818,55.33870217269706,0.0,3.0,,8.0,
2,74.77684378698264,74.45965074020843,0.0,4.0,,9.0,
3,61.31968071235343,23.107989139764072,0.0,3.0,,8.0,
4,90.40908886939366,71.87422697563368,0.0,2.0,,5.0,
5,167.82747390756768,76.27576125809836,0.0,3.0,,8.0,
6,92.09891630652824,45.54416964479561,0.0,1.0,,8.0,
7,28.15175587638481,35.89161181829144,0.0,3.0,,9.0,
8,121.54615371763697,32.668995592900885,0.0,4.0,,,
9,194.18110882842873,77.91492216997817,0.0,4.0,,,
10,162.48873370929766,6.150043722575993,0.0,2.0,,,
11,105.0175154677759,11.284373714563467,0.0,3.0,,,
12,67.24568845805396,46.48292956569633,0.0,1.0,,,
13,180.71584641843498,26.92562900327796,0.0,2.0,,,
14,13.781335212856183,99.09853091519729,0.0,3.0,,,
15,86.2893431218753,89.80474805251846,,,,,
