,loc_x,loc_y,delivery_amnt,pickup_amnt,cust_count,vehicle_cap,vehicle_count
0,145.59699020958732,81.79709406701063,0.0,4.0,15.0,6.0,8.0
1,132.8575334294561,8.323001228670124,0.0,2.0,,5.0,
2,146.58074921185934,30.582628992533234,0.0,2.0,,7.0,
3,103.10588767108261,44.66328400748545,0.0,4.0,,5.0,
4,81.80585158406114,19.178028677051916,0.0,1.0,,7.0,
5,123.33791534202632,79.55344126755396,0.0,1.0,,5.0,
6,14.833801751047382,42.47979432466943,0.0,1.0,,9.0,
7,53.14545576129825,3.4986554853523866,0.0,2.0,,8.0,
8,25.1983689017208,30.613903230011207,0.0,2.0,,,
9,163.81864927995295,40.76162573403068,0.0,2.0,,,
10,1.8947641491222633,0.7460478124096892,0.0,3.0,,,
11,4.739967205717366,50.77696293067315,0.0,1.0,,,
12,49.2690948562337,80.2501063394157,0.0,3.0,,,
13,26.66991851907867,66.79890693542609,0.0,3.0,,,
14,6.318206835594142,51.52271636737975,0.0,4.0,,,
15,73.01575561579321,9.241107574575846,,,,,
