,loc_x,loc_y,delivery_amnt,pickup_amnt,cust_count,vehicle_cap,vehicle_count
0,51.575076108730066,2.465031598728573,0.0,4.0,10.0,6.0,6.0
1,18.982935925869015,94.42246522358208,0.0,3.0,,7.0,
2,66.148958478519,15.069200883431378,0.0,2.0,,7.0,
3,168.2625272505034,51.8961286710906,0.0,4.0,,5.0,
4,55.04225823652249,51.16249134307645,0.0,1.0,,5.0,
5,68.09241608009786,81.34786640972986,0.0,1.0,,9.0,
6,157.10366684382413,14.432444602472073,0.0,2.0,,,
7,106.70376683956093,59.36685091278689,0.0,3.0,,,
8,42.483858535389764,52.108875668333695,0.0,3.0,,,
9,87.92125265943305,65.17707760830028,0.0,1.0,,,
10,110.49209405387815,74.00785754585343,,,,,
