,loc_x,loc_y,delivery_amnt,pickup_amnt,cust_count,vehicle_cap,vehicle_count
0,44.96287095637508,4.826487645065958,0.0,4.0,15.0,9.0,8.0
1,122.02499496738592,90.82556779545612,0.0,4.0,,8.0,
2,68.67957445095779,48.54455103897292,0.0,2.0,,6.0,
3,33.504765128157764,19.90374003894565,0.0,1.0,,8.0,
4,72.8469070903414,3.8988441679509322,0.0,3.0,,5.0,
5,48.788142645876164,59.96141896295592,0.0,1.0,,7.0,
6,122.08680519498665,11.16635253731263,0.0,4.0,,6.0,
7,165.4706956853494,1.5744022687707249,0.0,3.0,,8.0,
8,123.37753268922793,5.53105295555365,0.0,1.0,,,
9,67.01381869922598,78.57377680119713,0.0,3.0,,,
10,64.86831050156503,61.57439450616884,0.0,1.0,,,
11,139.4079975509992,83.67274261507983,0.0,4.0,,,
12,174.31592106948634,75.59641600677352,0.0,3.0,,,
13,76.87014142915491,52.737866360615314,0.0,1.0,,,
14,78.70085058802152,32.92852462614797,0.0,1.0,,,
15,105.17881257943951,66.89805772139512,,,,,
