,loc_x,loc_y,delivery_amnt,pickup_amnt,cust_count,vehicle_cap,vehicle_count
0,0.08660557296806815,81.60946849603926,0.0,4.0,15.0,8.0,8.0
1,81.3792365141068,49.26162106372969,0.0,2.0,,5.0,
2,52.736935031434264,4.320246960371465,0.0,3.0,,6.0,
3,31.54344871168442,40.59999435378055,0.0,2.0,,7.0,
4,151.96785006729306,47.16360778784679,0.0,2.0,,6.0,
5,50.635511677649745,71.3605664877882,0.0,4.0,,9.0,
6,173.39470356262467,87.65170380953468,0.0,2.0,,8.0,
7,77.33949861131195,2.4913615896963726,0.0,1.0,,5.0,
8,129.63269810847356,75.21580743304914,0.0,1.0,,,
9,37.668456203300195,13.60121239315374,0.0,4.0,,,
10,177.9540661680331,33.27503723820017,0.0,3.0,,,
11,19.34739940430843,14.036222166059108,0.0,4.0,,,
12,26.036380789654466,35.904056848251145,0.0,4.0,,,
13,178.40581237029747,99.39002136091688,0.0,1.0,,,
14,132.39518052071227,58.06330390779468,0.0,1.0,,,
15,187.33648459191826,2.0235511942129913,,,,,
